,time_start,time_end,id,energy,carbon/operational,carbon/embodied,carbon,sci
166,1771401565,1771404057,15394044,0.0001720201788552,2.684793078614235,36.92748706168144,39.61228014029568,0.9661531741535532
167,1771400814,1771401562,15394046,0.000171940780881,0.7848269691651505,10.808044993662866,11.592871962828012,0.9660726635690012
168,1771399358,1771400814,15394045,0.0001719940589371,1.5707638907607533,21.61608998732572,23.186853878086485,0.9661189115869367
169,1771395227,1771435476,15394043,0.0001717688623021,43.83849313905522,603.4491788128427,647.2876719518982,0.9661010029132808
170,1771393427,1771395220,15394042,0.0001719464462041,1.8980125332506077,26.119442068018575,28.017454601269193,0.9661191241816964
171,1771392287,1771393419,15394040,0.0001718929453375,1.177581615503084,16.2120674904943,17.389649105997382,0.9660916169998546
172,1771392057,1771453547,15394068,0.0001174257634782,110.07466359374057,11900.3481875795,12010.422851172949,5.8644642827992906
173,1771383078,1771728706,15394039,0.0001733513599938,380.4420020216,5187.861596957573,5568.303598979775,0.9667193748228776
174,1771372927,1771408229,15394038,0.0001733704222768,38.8396165426697,529.5942046894767,568.4338212321501,0.9667241857689628
175,1771370602,1771372921,15394037,0.0001719331435203,2.48722616867054,34.22547581326572,36.71270198193626,0.9661237363667438
176,1771369952,1771370600,15394036,0.0001718818504255,0.6532761451192802,9.006704161385722,9.659980306505,0.9659980306505
177,1771368552,1771411053,15394035,0.0001733608476091,46.764263484752,637.6746546261098,684.4389181108618,0.9667216357498049
178,1771368229,1771369943,15394034,0.0001719527967747,1.8326478261046737,25.218771651880004,27.051419477984687,0.9661221242137388
179,1771368229,1771383078,15394067,0.0001724634248975,16.234709990554087,184.36477318335557,200.5994831739086,0.8121436565745287
180,1771366981,1771392279,15394066,0.0001725731664002,27.6843742375954,314.24117210604373,341.92554634363677,0.8121746944029377
181,1771364809,1771372958,15394065,0.0001721045187181,8.854849012605664,100.76617157794708,109.6210205905524,0.8120075599300178
182,1771364436,1771370870,15394064,0.0001719413490308,7.011365986367599,79.86652117659497,86.8778871629624,0.8119428706818915
183,1771363976,1771366974,15394033,0.0001719587784984,3.208262932668613,44.13285039079003,47.34111332345864,0.9661451698665028
184,1771362097,1771368543,15394032,0.0001719546224422,7.007156906385848,96.37173452682708,103.37889143321308,0.9661578638618044
185,1771360301,1771533116,15394061,0.0001721015403623,188.87674386176795,2564.7292775666306,2753.606021428312,0.9561132018848306
186,1771360301,1771473338,15394062,0.0001722652896371,123.58757736854665,1676.8698714090067,1800.4574487775012,0.9561643381718008
187,1771360300,1771473344,15394060,0.0001721870338863,123.594994464624,1677.7604024081618,1801.3553968727358,0.9561334378305392
188,1771359815,1771532636,15394055,0.0001721948719114,188.9476418512903,2564.7292775666306,2753.6769194178287,0.9561378192423016
189,1771359815,1771532636,15394056,0.0001722277080766,188.99382848478243,2564.7292775666306,2753.723106051322,0.95615385626782
190,1771359776,1771363974,15394031,0.0001719257226159,4.517276275363128,62.146258713561515,66.6635349889246,0.966138188245284
191,1771359422,1771532246,15394054,0.0001722015647049,188.95344602177124,2564.7292775666306,2753.68272358831,0.9561398345792744
192,1771357673,1771362091,15394030,0.0001719486071964,4.779477970995985,65.7489403781158,70.52841834911175,0.9661427171111198
193,1771355471,1771359775,15394028,0.0001719335403569,4.6482481405734495,63.94759954583866,68.59584768641204,0.9661386998086204
194,1771354366,1771357668,15394029,0.000171975648212,3.600652503594232,49.53687288762148,53.13752539121569,0.9661368252948308
195,1771353476,1771355465,15394027,0.0001719905765158,2.1603014390118576,29.722123732572857,31.88242517158473,0.9661340961086282
196,1771353356,1771354363,15394026,0.0001718849807466,1.0461868660077016,14.410726658217156,15.456913524224854,0.9660570952640534
197,1771342417,1771515235,15394023,0.0001701117688915,186.80775792249193,8375.442585550858,8562.250343473812,2.9730035914839625
198,1771258798,1771364435,15394022,0.0001171379782016,189.01366656498172,20453.72344740313,20642.737113966698,5.864413952831447
199,1771191540,1772160172,15394021,0.0003337260603745,1026.2632446813843,46943.19243610493,47969.455680782085,5.943433983494249
200,1771191030,1771191288,15394020,0.0001651579223412,0.250376359452028,11.63255914659907,11.882935506051098,2.9707338765127744
201,1771190610,1771190674,15394019,0.0001596895891366,0.0608417334610739,2.9081397866497674,2.968981520110842,2.968981520110842
202,1771186289,1771344588,15394018,0.0001668462655194,166.60719778464872,3869.921341888633,4036.528539673115,1.5301472856986789
